index,batch_id,research_order_in_batch,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,eligibility_note,exclude,exclude_reason
1,2,1,V5CONFIRM_025,Katharine McPhee,PROJECT,2007,positive,album_chart_success,Her self-titled debut album entered the Billboard albums chart at No. 2.,https://www.sonymusic.co.jp/artist/katharinemcphee/profile/,Katharine McPhee profile,Sony Music,,high,Major named project commercial success.,False,
2,2,2,V5CONFIRM_036,Jim Morrison,PROJECT,1968,positive,album_number_one,The Doors' Waiting for the Sun became the band's first and only U.S. No. 1 album.,https://www.rhino.com/article/the-doors,The Doors,Rhino,,high,Major named project commercial success.,False,
3,2,2,V5CONFIRM_036,Jim Morrison,PROJECT,1969,negative,album_critical_failure,The Soft Parade was later characterized as a spectacular failure in a major retrospective review.,https://pitchfork.com/reviews/albums/9691-perception/,The Doors: Perception,Pitchfork,,medium,Explicit major-project critical failure.,False,
4,2,4,V5CONFIRM_049,Marina Berlusconi,STATUS,1996,positive,corporate_board_leadership_gain,Became Deputy Chair of Fininvest in July 1996.,https://fininvest.it/en/corporate-governance/board-of-directors/,Board of Directors,Fininvest,,high,Direct formal corporate authority gain.,False,
5,2,4,V5CONFIRM_049,Marina Berlusconi,STATUS,2003,positive,corporate_chair_appointment,Became Chair of Mondadori in February 2003.,https://fininvest.it/en/corporate-governance/board-of-directors/,Board of Directors,Fininvest,,high,Direct formal corporate authority gain.,False,
6,2,4,V5CONFIRM_049,Marina Berlusconi,STATUS,2005,positive,corporate_chair_appointment,Became Chair of Fininvest in October 2005.,https://fininvest.it/en/corporate-governance/board-of-directors/,Board of Directors,Fininvest,,high,Direct formal corporate authority gain.,False,
7,2,5,V5CONFIRM_005,Fabrice Tiozzo,COMPETITIVE,1995,positive,world_title_win,Won the WBC light-heavyweight world title in 1995.,https://boxrec.com/wiki/index.php/Fabrice_Tiozzo,Fabrice Tiozzo,BoxRec,,medium,Direct world-title win.,False,
8,2,5,V5CONFIRM_005,Fabrice Tiozzo,COMPETITIVE,1997,positive,world_title_win,Defeated Nate Miller to win the WBA cruiserweight world title in 1997.,https://boxrec.com/wiki/index.php/WBA_Cruiserweight_Title_Fights,WBA Cruiserweight Title Fights,BoxRec,,medium,Direct world-title win.,False,
9,2,5,V5CONFIRM_005,Fabrice Tiozzo,COMPETITIVE,2000,negative,world_title_loss,Lost the WBA cruiserweight title to Virgil Hill in 2000.,https://boxrec.com/wiki/index.php/WBA_Cruiserweight_Title_Fights,WBA Cruiserweight Title Fights,BoxRec,,medium,Direct world-title defeat/loss.,False,
10,2,5,V5CONFIRM_005,Fabrice Tiozzo,COMPETITIVE,2004,positive,world_title_win,Won the WBA light-heavyweight world title in 2004.,https://boxrec.com/wiki/index.php/Fabrice_Tiozzo,Fabrice Tiozzo,BoxRec,,medium,Direct world-title win.,False,
11,2,6,V5CONFIRM_010,Rubin Carter,COMPETITIVE,1963,positive,elite_bout_win,Stopped reigning welterweight champion Emile Griffith in a non-title bout in 1963.,https://boxrec.com/wiki/index.php/Emile_Griffith_vs._Rubin_Carter,Emile Griffith vs. Rubin Carter,BoxRec,,medium,Direct elite-level competitive win.,False,
12,2,6,V5CONFIRM_010,Rubin Carter,COMPETITIVE,1964,negative,world_title_fight_loss,Lost a world middleweight title fight to Joey Giardello by decision in 1964.,https://boxrec.com/wiki/index.php/Joey_Giardello_vs._Rubin_Carter,Joey Giardello vs. Rubin Carter,BoxRec,,medium,Direct world-title bout loss.,False,
13,2,7,V5CONFIRM_066,Fritz Fischer,STATUS,1948,positive,professorship_appointment,Appointed full professor at the University of Hamburg in 1948.,https://www.historians.org/perspectives-article/fritz-fischer-1908-99-march-2000/,"Fritz Fischer, 1908-99",American Historical Association,,high,Formal senior institutional position gain.,False,
14,2,8,V5CONFIRM_045,Robert Bresson,PROJECT,1957,positive,festival_directing_award,Won Best Director at Cannes for A Man Escaped in 1957.,https://www.festival-cannes.com/en/p/robert-bresson/,Robert Bresson,Festival de Cannes,,high,Major project-specific award.,False,
