index,batch_id,research_order_in_batch,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,eligibility_note,exclude,exclude_reason
1,3,2,V5CONFIRM_026,Marilyn Manson,PROJECT,1998,positive,album_chart_success,"Mechanical Animals reached the UK Top 10, peaking at No. 8.",https://www.officialcharts.com/artist/18995/marilyn-manson/,Marilyn Manson full Official Chart history,Official Charts Company,,high,Major named album chart success.,False,
2,3,2,V5CONFIRM_026,Marilyn Manson,PROJECT,2000,positive,album_chart_success,Holy Wood reached the UK Top 40 and charted for multiple weeks.,https://www.officialcharts.com/artist/18995/marilyn-manson/,Marilyn Manson full Official Chart history,Official Charts Company,,high,Named album commercial chart success.,False,
3,3,3,V5CONFIRM_012,Denny Moyer,COMPETITIVE,1962,positive,world_title_win,Won the inaugural WBA light-middleweight world title in October 1962.,https://boxrec.com/wiki/index.php/WBA_Light_Middleweight_Title_Fights,WBA Light Middleweight Title Fights,BoxRec,,medium,Direct world-title win.,False,
4,3,3,V5CONFIRM_012,Denny Moyer,COMPETITIVE,1963,negative,world_title_loss,Lost the WBA light-middleweight title to Ralph Dupas in April 1963.,https://boxrec.com/wiki/index.php/WBA_Light_Middleweight_Title_Fights,WBA Light Middleweight Title Fights,BoxRec,,medium,Direct world-title defeat.,False,
5,3,4,V5CONFIRM_022,Arielle Dombasle,PROJECT,1999,positive,cesar_nomination,Nominated for the César for Best Supporting Actress for L'Ennui in 1999.,https://www.academie-cinema.org/personnes/174416/,Arielle Dombasle,Académie des César,,high,Major project-specific award recognition.,False,
6,3,4,V5CONFIRM_022,Arielle Dombasle,PROJECT,2013,positive,festival_selection_director,Her directed feature Opium was selected for Cannes Classics in 2013.,https://www.festival-cannes.com/en/p/arielle-dombasle/,Arielle Dombasle,Festival de Cannes,,high,Major festival selection for a directed project.,False,
7,3,5,V5CONFIRM_063,Jack Welch,STATUS,1981,positive,ceo_appointment,Became chairman and CEO of General Electric in 1981.,https://apnews.com/article/e8082c6bfc29441210b358852b049620,"Jack Welch, former GE chief executive, dies",Associated Press,,medium,Direct top corporate authority gain.,False,
8,3,6,V5CONFIRM_014,Henry Cooper,COMPETITIVE,1964,positive,european_title_win,Won the European heavyweight championship in 1964.,https://titlehistories.com/boxing/eu/ebu/ebu-h.html,European heavyweight title history,TitleHistories,,medium,Direct elite title win.,False,
9,3,6,V5CONFIRM_014,Henry Cooper,COMPETITIVE,1971,negative,title_fight_loss,"Lost the European, British and Commonwealth heavyweight titles to Joe Bugner in 1971.",https://www.reuters.com/sports/former-heavyweight-bugner-who-fought-ali-twice-dies-75-2025-09-01/,Former heavyweight Bugner dies at 75,Reuters,,medium,Direct elite title loss.,False,
10,3,7,V5CONFIRM_001,Tracy Austin,COMPETITIVE,1979,positive,grand_slam_title_win,Won the U.S. Open women's singles title in 1979.,https://www.tennisfame.com/hall-of-famers/inductees/tracy-austin,Tracy Austin,International Tennis Hall of Fame,,high,Direct Grand Slam title.,False,
11,3,7,V5CONFIRM_001,Tracy Austin,COMPETITIVE,1980,negative,grand_slam_semifinal_loss,Was eliminated in the Wimbledon singles semifinal in 1980.,https://www.tennisfame.com/hall-of-famers/inductees/tracy-austin,Tracy Austin,International Tennis Hall of Fame,,high,Direct Grand Slam elimination.,False,
12,3,7,V5CONFIRM_001,Tracy Austin,COMPETITIVE,1981,positive,grand_slam_title_win,Won the U.S. Open women's singles title again in 1981.,https://www.tennisfame.com/hall-of-famers/inductees/tracy-austin,Tracy Austin,International Tennis Hall of Fame,,high,Direct Grand Slam title.,False,
