index,batch_id,research_order_in_batch,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,eligibility_note,exclude,exclude_reason
1,4,1,V5CONFIRM_018,Sergi Bruguera,COMPETITIVE,1993,positive,grand_slam_title_win,Won the Roland-Garros men's singles title in 1993.,https://www.rolandgarros.com/en-us/video/1993-1994-sergi-bruguera-double-victory-roland-garros/,1993-1994: Sergi Bruguera clinches a double victory,Roland-Garros,,high,Direct Grand Slam title.,False,
2,4,1,V5CONFIRM_018,Sergi Bruguera,COMPETITIVE,1994,positive,grand_slam_title_win,Successfully defended the Roland-Garros men's singles title in 1994.,https://www.rolandgarros.com/en-us/video/1993-1994-sergi-bruguera-double-victory-roland-garros/,1993-1994: Sergi Bruguera clinches a double victory,Roland-Garros,,high,Direct Grand Slam title.,False,
3,4,1,V5CONFIRM_018,Sergi Bruguera,COMPETITIVE,1997,negative,grand_slam_final_loss,Lost the 1997 Roland-Garros final to Gustavo Kuerten.,https://www.rolandgarros.com/en-us/article/rg-archives-epic-match-kuerten-muster-1997-third-round,"One day, one epic match: Kuerten - Muster (3rd round 1997)",Roland-Garros,,high,Direct Grand Slam final defeat.,False,
4,4,2,V5CONFIRM_047,Liliane Bettencourt,STATUS,2011,positive,board_term_renewal,L'Oréal shareholders renewed Liliane Bettencourt's board directorship for a four-year term in 2011.,https://www.loreal-finance.com/eng/news-release/annual-general-meeting-april-22-2011,"Annual General Meeting of April 22, 2011",L'Oréal Finance,,high,Formal corporate-governance authority retained/renewed.,False,
5,4,2,V5CONFIRM_047,Liliane Bettencourt,STATUS,2012,negative,board_tenure_end,L'Oréal announced the end of Liliane Bettencourt's tenure as a Board director in February 2012.,https://www.loreal-finance.com/eng/news-release/board-directors-0,Board of Directors,L'Oréal Finance,,high,"Logged for audit; source describes end of tenure without a direct defeat/removal mechanism, so not coded negative.",True,routine_or_unspecified_tenure_end_not_negative
6,4,3,V5CONFIRM_033,Hélène Grimaud,PROJECT,2013,positive,recording_award,"Duo, recorded with Sol Gabetta, won the 2013 Echo Klassik chamber recording of the year award.",https://www.deutschegrammophon.com/en/artists/helenegrimaud/biography,Hélène Grimaud - Biography,Deutsche Grammophon,,high,Major named recording-project award.,False,
7,4,3,V5CONFIRM_033,Hélène Grimaud,PROJECT,2016,positive,major_installation_recording,Water documented the critically acclaimed immersive Park Avenue Armory project tears become… streams become….,https://www.deutschegrammophon.com/en/artists/helenegrimaud/biography,Hélène Grimaud - Biography,Deutsche Grammophon,,high,Major named project with strong critical/institutional success.,False,
8,4,4,V5CONFIRM_024,Nadine Trintignant,PROJECT,1967,positive,cannes_competition_selection,"Her film Mon amour, mon amour was selected in Competition at the 1967 Cannes Film Festival.",https://www.festival-cannes.com/en/f/mon-amour-mon-amour/,"Mon amour, mon amour",Festival de Cannes,,high,Major festival competition selection for her directed project.,False,
9,4,5,V5CONFIRM_074,Horst Wessel,STATUS,1929,positive,paramilitary_command_gain,By 1929 Wessel was leading an SA storm troop in Berlin/Friedrichshain.,https://germanhistorydocs.org/en/weimar-germany-1918-1933/horst-wessel-at-the-head-of-his-storm-troops-in-nuremburg-august-1929,Horst Wessel Leading His SA Storm Troops in Nuremberg (August 1929),German History in Documents and Images,,high,"Direct formal command position gain; polarity denotes authority direction, not moral approval.",False,
10,4,5,V5CONFIRM_074,Horst Wessel,STATUS,1930,negative,death_after_shooting,Died after being shot in 1930.,https://www.dhm.de/lemo/biografie/horst-wessel,LeMO Biografie - Horst Wessel,Deutsches Historisches Museum,,high,Logged for audit; death is not a STATUS negative event.,True,death_not_status_negative
11,4,6,V5CONFIRM_003,Pauline Betz,COMPETITIVE,1941,negative,grand_slam_final_loss,Finished runner-up at the U.S. Nationals women's singles in 1941.,https://www.tennisfame.com/hall-of-famers/inductees/pauline-betz-addie,Pauline Betz Addie,International Tennis Hall of Fame,,high,Direct major final defeat.,False,
12,4,6,V5CONFIRM_003,Pauline Betz,COMPETITIVE,1942,positive,grand_slam_title_win,Won the U.S. Nationals women's singles title in 1942.,https://www.tennisfame.com/hall-of-famers/inductees/pauline-betz-addie,Pauline Betz Addie,International Tennis Hall of Fame,,high,Direct major title.,False,
13,4,6,V5CONFIRM_003,Pauline Betz,COMPETITIVE,1945,negative,grand_slam_final_loss,Finished runner-up at the U.S. Nationals women's singles in 1945.,https://www.tennisfame.com/hall-of-famers/inductees/pauline-betz-addie,Pauline Betz Addie,International Tennis Hall of Fame,,high,Direct major final defeat.,False,
14,4,6,V5CONFIRM_003,Pauline Betz,COMPETITIVE,1946,positive,grand_slam_title_win,Won Wimbledon and the U.S. Nationals women's singles titles in 1946.,https://www.tennisfame.com/hall-of-famers/inductees/pauline-betz-addie,Pauline Betz Addie,International Tennis Hall of Fame,,high,Direct major title(s).,False,
15,4,7,V5CONFIRM_055,Umberto Agnelli,STATUS,1959,positive,federation_presidency_gain,Became president of the Italian Football Federation (FIGC) in August 1959.,https://www.figc.it/it/full-html?path=%2Ffederazione%2Fla-federazione%2Ftutti-i-presidenti-federali%2Fumberto-agnelli,Umberto Agnelli,FIGC,,high,Direct formal federation authority gain.,False,
16,4,7,V5CONFIRM_055,Umberto Agnelli,STATUS,2003,positive,corporate_presidency_gain,Succeeded to the presidency of FIAT in 2003.,https://www.figc.it/it/full-html?path=%2Ffederazione%2Fla-federazione%2Ftutti-i-presidenti-federali%2Fumberto-agnelli,Umberto Agnelli,FIGC,,high,Direct top corporate authority gain.,False,
17,4,8,V5CONFIRM_038,Chris Farley,PROJECT,1995,positive,feature_film_commercial_success,"Tommy Boy grossed nearly $33 million and developed into a durable cult hit, becoming Farley's signature leading-film project.",https://people.com/chris-farley-and-david-spade-had-one-of-a-kind-chemistry-in-tommy-boy-exclusive-11706303,Tommy Boy director details Farley-Spade chemistry as film turns 30,People,,medium,Named project commercial/cultural success.,False,
18,4,9,V5CONFIRM_071,Jack Valenti,STATUS,1966,positive,association_presidency_gain,Became president of the Motion Picture Association of America in 1966.,https://en.jfa.huji.ac.il/book/jack-valenti,Jack Valenti,Steven Spielberg Jewish Film Archive / Hebrew University,,high,Direct formal industry-association authority gain.,False,
19,4,9,V5CONFIRM_071,Jack Valenti,STATUS,2004,negative,retirement,Retired from MPAA leadership in 2004 after nearly four decades.,https://en.jfa.huji.ac.il/book/jack-valenti,Jack Valenti,Steven Spielberg Jewish Film Archive / Hebrew University,,high,"Logged for audit; retirement is a routine/voluntary exit, not negative status.",True,retirement_not_negative_status
20,4,10,V5CONFIRM_076,François Fillon,STATUS,2007,positive,prime_minister_appointment,Appointed Prime Minister of France on 17 May 2007.,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000649193,Décret du 17 mai 2007 portant nomination du Premier ministre,Légifrance,,high,Direct national executive authority gain.,False,
21,4,10,V5CONFIRM_076,François Fillon,STATUS,2017,negative,presidential_election_defeat,Finished third with 20.01% in the first round of the 2017 presidential election and did not advance.,https://www.archives-resultats-elections.interieur.gouv.fr/resultats/presidentielle-2017/FE.php,Election présidentielle 2017 - France entière,Ministère de l'Intérieur,,high,Direct electoral defeat for top executive office.,False,
22,4,11,V5CONFIRM_017,Patrick Vieira,COMPETITIVE,1998,positive,world_cup_win,Won the 1998 FIFA World Cup with France; he appeared in the final victory over Brazil.,https://www.fff.fr/equipe-nationale/joueur/9648-vieira-patrick/fiche.html,Patrick Vieira,Fédération Française de Football,,high,Direct world championship win.,False,
23,4,11,V5CONFIRM_017,Patrick Vieira,COMPETITIVE,2006,negative,world_cup_final_loss,"Played in France's 2006 World Cup final, which ended in defeat to Italy on penalties.",https://www.fff.fr/equipe-nationale/joueur/9648-vieira-patrick/fiche.html,Patrick Vieira,Fédération Française de Football,,high,Direct world championship-final defeat.,False,
24,4,12,V5CONFIRM_037,Oliver Stone,PROJECT,1987,positive,academy_directing_win,Won the Academy Award for Directing for Platoon at the 1987 Oscars.,https://www.oscars.org/oscars/ceremonies/1987/a,The 59th Academy Awards | 1987,Academy of Motion Picture Arts and Sciences,,high,Major project-specific award win.,False,
25,4,12,V5CONFIRM_037,Oliver Stone,PROJECT,1990,positive,academy_directing_win,Won the Academy Award for Directing for Born on the Fourth of July at the 1990 Oscars.,https://www.oscars.org/oscars/ceremonies/1990,The 62nd Academy Awards | 1990,Academy of Motion Picture Arts and Sciences,,high,Major project-specific award win.,False,
26,4,12,V5CONFIRM_037,Oliver Stone,PROJECT,2004,negative,major_film_critical_failure,"Alexander received strongly negative critical assessment, with a major review describing the film as failing to sustain its epic ambitions.",https://www.newyorker.com/magazine/2004/12/06/war-torn,War-Torn,The New Yorker,,medium,Explicit critical failure of a major named directing project.,False,
27,4,13,V5CONFIRM_009,Hans Günter Winkler,COMPETITIVE,1954,positive,world_championship_win,Won the individual Jumping World Championship in Madrid in 1954.,https://www.fei.org/history/fei-world-championships/1954-madrid-spain,FEI World Championships 1954,FEI,,high,Direct world championship win.,False,
28,4,13,V5CONFIRM_009,Hans Günter Winkler,COMPETITIVE,1956,positive,olympic_gold,Won both individual and team Olympic jumping gold in 1956.,https://www.fei.org/history/olympic-games/1956-melbourne-australia,Olympic Games 1956,FEI,,high,Direct Olympic championship result.,False,
29,4,13,V5CONFIRM_009,Hans Günter Winkler,COMPETITIVE,1976,positive,olympic_team_medal,"Won an Olympic team jumping medal with West Germany in 1976, completing a record medal span.",https://www.fei.org/history/olympic-games/1976-montreal-canada,Olympic Games 1976,FEI,,high,Direct Olympic podium result.,False,
30,4,14,V5CONFIRM_023,Belinda Carlisle,PROJECT,1987,positive,single_number_one,Heaven Is a Place on Earth reached No. 1 on the Official Singles Chart.,https://www.officialcharts.com/songs/belinda-carlisle-heaven-is-a-place-on-earth/,Heaven Is a Place on Earth - Belinda Carlisle,Official Charts Company,,high,Major named project chart success.,False,
31,4,14,V5CONFIRM_023,Belinda Carlisle,PROJECT,1988,positive,album_top_five,Heaven on Earth reached No. 4 on the Official Albums Chart and spent nine weeks in the Top 10.,https://www.officialcharts.com/albums/belinda-carlisle-heaven-on-earth/,Heaven on Earth - Belinda Carlisle,Official Charts Company,,high,Major named album chart success.,False,
32,4,15,V5CONFIRM_011,Pierre Pellizza,COMPETITIVE,1939,positive,major_tournament_title,Won the Monte-Carlo men's singles title in 1939.,https://www.landoftennis.com/tournaments_men/monte_carlo_by_player.htm,Monte-Carlo Masters: Titles by Player,Land of Tennis,,medium,Direct major tournament title.,False,
33,4,15,V5CONFIRM_011,Pierre Pellizza,COMPETITIVE,1946,negative,national_championship_semifinal_loss,Lost a five-set French national championship semifinal to Lennart Bergelin in March 1946.,https://www.lemonde.fr/archives/article/1946/03/04/petra-et-bergelin-en-finale-du-championnat-de-france_1873330_1819218.html,Pétra et Bergelin en finale du championnat de France,Le Monde,,medium,Direct high-level championship elimination.,False,
34,4,15,V5CONFIRM_011,Pierre Pellizza,COMPETITIVE,1946,positive,major_tournament_title,Won the Monte-Carlo men's singles title again in 1946.,https://www.landoftennis.com/tournaments_men/monte_carlo_by_player.htm,Monte-Carlo Masters: Titles by Player,Land of Tennis,,medium,Direct major tournament title.,False,
35,4,15,V5CONFIRM_011,Pierre Pellizza,COMPETITIVE,1947,negative,international_tournament_semifinal_loss,Lost the Swiss International Championships semifinal to Abdesselam in 1947.,https://www.lemonde.fr/archives/article/1947/11/25/tennis_1887858_1819218.html,Tennis,Le Monde,,medium,Direct high-level tournament elimination.,False,
36,4,16,V5CONFIRM_027,David Morse,PROJECT,2007,positive,emmy_nomination,Received a Primetime Emmy nomination for guest actor in House in 2007.,https://www.televisionacademy.com/bios/david-morse,David Morse,Television Academy,,high,Major project-specific award recognition.,False,
37,4,16,V5CONFIRM_027,David Morse,PROJECT,2008,positive,emmy_nomination,Received a Primetime Emmy nomination for supporting actor in John Adams in 2008.,https://www.televisionacademy.com/bios/david-morse,David Morse,Television Academy,,high,Major project-specific award recognition.,False,
38,4,17,V5CONFIRM_053,Malcolm X,STATUS,1964,negative,formal_role_removal,Removed as the Nation of Islam's national representative and minister of Harlem Temple No. 7 on 6 January 1964.,https://www.pbs.org/wgbh/americanexperience/features/malcolmx-timeline-malcolm-xs-life/,Timeline of Malcolm X's Life,PBS American Experience,,high,Direct loss of formal organizational authority.,False,
39,4,17,V5CONFIRM_053,Malcolm X,STATUS,1964,positive,organization_founder_leadership,"Formed Muslim Mosque, Inc. and the Organization of Afro-American Unity after leaving the Nation of Islam.",https://www.pbs.org/wgbh/americanexperience/features/malcolmx-timeline-malcolm-xs-life/,Timeline of Malcolm X's Life,PBS American Experience,,high,Formal founder/leader authority gain in new organizations.,False,
