feature_set,pairwise_mean,pairwise_median,pairwise_p10,pairwise_p90,hit_mean,hit_p10,hit_p90,vs_control,vs_sewoon_only
SEWOON_ONLY,0.5474278812974466,0.5476708074534162,0.48219806763285034,0.6101725327812284,0.5721739130434783,0.4739130434782609,0.6521739130434783,0.06288681849551414,0.0
DW_SW_RAW,0.5548854382332643,0.5524844720496895,0.47084195997239475,0.6328951000690132,0.5878260869565217,0.4739130434782609,0.7391304347826086,0.07034437543133187,0.007457556935817733
TEN_GOD_ONLY,0.6019158040027606,0.610455486542443,0.5586093857832989,0.6415804002760525,0.6313043478260869,0.5652173913043478,0.6956521739130435,0.11737474120082814,0.054487922705313996
B_NO_HIDDEN,0.5734927536231884,0.5750172532781228,0.5239579020013801,0.636649413388544,0.6426086956521739,0.5608695652173913,0.7391304347826086,0.08895169082125598,0.02606487232574184
B_ORIGINAL,0.5734927536231884,0.5750172532781228,0.5239579020013801,0.636649413388544,0.6426086956521739,0.5608695652173913,0.7391304347826086,0.08895169082125598,0.02606487232574184
C_PLUS_RELATIONS,0.5485017253278123,0.5441166321601103,0.4800069013112492,0.6216045548654243,0.5852173913043478,0.5217391304347826,0.6565217391304349,0.06396066252587984,0.0010738440303657004
