subject_id,year,basic__dw_element_wood,basic__dw_element_fire,basic__dw_element_earth,basic__dw_element_metal,basic__dw_element_water,basic__dw_yy_yang,basic__dw_yy_yin,basic__dw_branch_子,basic__dw_branch_丑,basic__dw_branch_寅,basic__dw_branch_卯,basic__dw_branch_辰,basic__dw_branch_巳,basic__dw_branch_午,basic__dw_branch_未,basic__dw_branch_申,basic__dw_branch_酉,basic__dw_branch_戌,basic__dw_branch_亥,basic__sw_element_wood,basic__sw_element_fire,basic__sw_element_earth,basic__sw_element_metal,basic__sw_element_water,basic__sw_yy_yang,basic__sw_yy_yin,basic__sw_branch_子,basic__sw_branch_丑,basic__sw_branch_寅,basic__sw_branch_卯,basic__sw_branch_辰,basic__sw_branch_巳,basic__sw_branch_午,basic__sw_branch_未,basic__sw_branch_申,basic__sw_branch_酉,basic__sw_branch_戌,basic__sw_branch_亥,tg10__dw_stem_bijian,tg10__dw_stem_jiecai,tg10__dw_stem_shishen,tg10__dw_stem_shangguan,tg10__dw_stem_pian_cai,tg10__dw_stem_zheng_cai,tg10__dw_stem_qi_sha,tg10__dw_stem_zheng_guan,tg10__dw_stem_pian_yin,tg10__dw_stem_zheng_yin,tg10__dw_branch_hidden_bijian,tg10__dw_branch_hidden_jiecai,tg10__dw_branch_hidden_shishen,tg10__dw_branch_hidden_shangguan,tg10__dw_branch_hidden_pian_cai,tg10__dw_branch_hidden_zheng_cai,tg10__dw_branch_hidden_qi_sha,tg10__dw_branch_hidden_zheng_guan,tg10__dw_branch_hidden_pian_yin,tg10__dw_branch_hidden_zheng_yin,tgxstrength__dw_bijian_weak,tgxstrength__dw_bijian_neutral,tgxstrength__dw_bijian_strong,tgxstrength__dw_jiecai_weak,tgxstrength__dw_jiecai_neutral,tgxstrength__dw_jiecai_strong,tgxstrength__dw_shishen_weak,tgxstrength__dw_shishen_neutral,tgxstrength__dw_shishen_strong,tgxstrength__dw_shangguan_weak,tgxstrength__dw_shangguan_neutral,tgxstrength__dw_shangguan_strong,tgxstrength__dw_pian_cai_weak,tgxstrength__dw_pian_cai_neutral,tgxstrength__dw_pian_cai_strong,tgxstrength__dw_zheng_cai_weak,tgxstrength__dw_zheng_cai_neutral,tgxstrength__dw_zheng_cai_strong,tgxstrength__dw_qi_sha_weak,tgxstrength__dw_qi_sha_neutral,tgxstrength__dw_qi_sha_strong,tgxstrength__dw_zheng_guan_weak,tgxstrength__dw_zheng_guan_neutral,tgxstrength__dw_zheng_guan_strong,tgxstrength__dw_pian_yin_weak,tgxstrength__dw_pian_yin_neutral,tgxstrength__dw_pian_yin_strong,tgxstrength__dw_zheng_yin_weak,tgxstrength__dw_zheng_yin_neutral,tgxstrength__dw_zheng_yin_strong,tg10__sw_stem_bijian,tg10__sw_stem_jiecai,tg10__sw_stem_shishen,tg10__sw_stem_shangguan,tg10__sw_stem_pian_cai,tg10__sw_stem_zheng_cai,tg10__sw_stem_qi_sha,tg10__sw_stem_zheng_guan,tg10__sw_stem_pian_yin,tg10__sw_stem_zheng_yin,tg10__sw_branch_hidden_bijian,tg10__sw_branch_hidden_jiecai,tg10__sw_branch_hidden_shishen,tg10__sw_branch_hidden_shangguan,tg10__sw_branch_hidden_pian_cai,tg10__sw_branch_hidden_zheng_cai,tg10__sw_branch_hidden_qi_sha,tg10__sw_branch_hidden_zheng_guan,tg10__sw_branch_hidden_pian_yin,tg10__sw_branch_hidden_zheng_yin,tgxstrength__sw_bijian_weak,tgxstrength__sw_bijian_neutral,tgxstrength__sw_bijian_strong,tgxstrength__sw_jiecai_weak,tgxstrength__sw_jiecai_neutral,tgxstrength__sw_jiecai_strong,tgxstrength__sw_shishen_weak,tgxstrength__sw_shishen_neutral,tgxstrength__sw_shishen_strong,tgxstrength__sw_shangguan_weak,tgxstrength__sw_shangguan_neutral,tgxstrength__sw_shangguan_strong,tgxstrength__sw_pian_cai_weak,tgxstrength__sw_pian_cai_neutral,tgxstrength__sw_pian_cai_strong,tgxstrength__sw_zheng_cai_weak,tgxstrength__sw_zheng_cai_neutral,tgxstrength__sw_zheng_cai_strong,tgxstrength__sw_qi_sha_weak,tgxstrength__sw_qi_sha_neutral,tgxstrength__sw_qi_sha_strong,tgxstrength__sw_zheng_guan_weak,tgxstrength__sw_zheng_guan_neutral,tgxstrength__sw_zheng_guan_strong,tgxstrength__sw_pian_yin_weak,tgxstrength__sw_pian_yin_neutral,tgxstrength__sw_pian_yin_strong,tgxstrength__sw_zheng_yin_weak,tgxstrength__sw_zheng_yin_neutral,tgxstrength__sw_zheng_yin_strong,relation__dw_stem_combine_natal,relation__dw_stem_clash_natal,relation__dw_branch_combine_natal,relation__dw_branch_clash_natal,relation__dw_branch_harm_natal,relation__dw_branch_break_natal,relation__dw_branch_punish_natal,relation__sw_stem_combine_natal,relation__sw_stem_clash_natal,relation__sw_branch_combine_natal,relation__sw_branch_clash_natal,relation__sw_branch_harm_natal,relation__sw_branch_break_natal,relation__sw_branch_punish_natal,relation__sw_dw_stem_combine,relation__sw_dw_stem_clash,relation__sw_dw_branch_combine,relation__sw_dw_branch_clash,relation__sw_dw_branch_harm,relation__sw_dw_branch_break,relation__sw_dw_branch_punish,yongshin__dw_yong_fit,yongshin__dw_hee_fit,yongshin__dw_gi_fit,yongshin__dw_gu_fit,yongshin__dw_yong_stem_fit,yongshin__dw_yong_branch_fit,yongshin__dw_supplies_fav,yongshin__dw_supplies_unfav,yongshin__sw_yong_fit,yongshin__sw_hee_fit,yongshin__sw_gi_fit,yongshin__sw_gu_fit,yongshin__sw_yong_stem_fit,yongshin__sw_yong_branch_fit,yongshin__sw_supplies_fav,yongshin__sw_supplies_unfav,unseong__dw_state_장생,unseong__dw_state_목욕,unseong__dw_state_관대,unseong__dw_state_건록,unseong__dw_state_제왕,unseong__dw_state_쇠,unseong__dw_state_병,unseong__dw_state_사,unseong__dw_state_묘,unseong__dw_state_절,unseong__dw_state_태,unseong__dw_state_양,unseong__dw_raw_score,unseong__dw_score_x_strength,unseong__sw_state_장생,unseong__sw_state_목욕,unseong__sw_state_관대,unseong__sw_state_건록,unseong__sw_state_제왕,unseong__sw_state_쇠,unseong__sw_state_병,unseong__sw_state_사,unseong__sw_state_묘,unseong__sw_state_절,unseong__sw_state_태,unseong__sw_state_양,unseong__sw_raw_score,unseong__sw_score_x_strength
V5DEVE2_001,1984,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.85,0.0,0.0,0.2,0.0,1.0,0.35,1.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
V5DEVE2_001,1988,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.3,0.85,0.0,0.0,0.2,0.0,1.0,0.2,0.3,0.85,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-8.0
V5DEVE2_001,1991,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.85,0.0,0.0,0.2,0.0,1.0,0.3,0.35,0.7,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0
V5DEVE2_003,1972,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0
V5DEVE2_003,1974,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.85,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.0,-10.0
V5DEVE2_004,1950,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.3,1.0,0.0,0.2,0.3,0.0,0.35,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-12.0
V5DEVE2_004,1952,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.3,1.0,0.0,0.5,0.0,0.65,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-8.0
V5DEVE2_007,1948,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.3,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
V5DEVE2_007,1950,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35,0.3,0.0,0.0,0.35,0.0,1.0,0.0,0.3,0.7,0.35,0.0,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
V5DEVE2_007,1952,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.3,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.0,-10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
